Name,Table Name,Extended From Class,CI Family,Created
Tibco BW process,cmdb_ci_endpoint_tibco_bw_proc,Inclusion Endpoint,cmdb_ci_endpoint,11/08/2016 19:23
Tibco Conf File Endpoint,cmdb_ci_endpoint_tbco_confile,Endpoint,cmdb_ci_endpoint,11/08/2016 19:23
Tibco Enterprise Message Service,cmdb_ci_appl_tibco_message,Application,cmdb_ci_appl,11/08/2016 19:24
Tibco File Listener Endpoint,cmdb_ci_endpoint_tibco_file,Endpoint,cmdb_ci_endpoint,11/08/2016 19:24
Tibco Hawk,cmdb_ci_appl_tibco_hawk,Application,cmdb_ci_appl,11/08/2016 19:22
Tibco Hawk Endpoint,cmdb_ci_endpoint_tibco_hawk,Endpoint,cmdb_ci_endpoint,11/08/2016 19:24
Tomcat,cmdb_ci_app_server_tomcat,Application Server,cmdb_ci_app,06/03/2015 17:57
Tomcat Connector,cmdb_ci_tomcat_connector,Configuration Item,cmdb_ci_tomcat,06/03/2015 17:57
Tomcat WAR,cmdb_ci_app_server_tomcat_war,Application Server,cmdb_ci_app,11/08/2016 19:24
Tomcat WAR Inclusion,cmdb_ci_endpoint_tomcat_war,Inclusion Endpoint,cmdb_ci_endpoint,11/08/2016 19:24
Tower,cmdb_ci_tower_tower_eq,Tower Equipment,cmdb_ci_tower,06/03/2015 17:57
Tower Beacon,cmdb_ci_beacon_tower_eq,Tower Equipment,cmdb_ci_beacon,06/03/2015 17:57
Tower Equipment,cmdb_ci_tower_eq,Facility Hardware,cmdb_ci_tower,06/03/2015 17:57
Tower Light Controller,cmdb_ci_twr_light_cnt_tower_eq,Tower Equipment,cmdb_ci_twr,06/03/2015 17:57
Tower Lights,cmdb_ci_tower_light_tower_eq,Tower Equipment,cmdb_ci_tower,06/03/2015 17:57
Tracked Configuration file,cmdb_ci_config_file_tracked,Configuration file,cmdb_ci_config,22/02/2018 19:22
Traffic Based Connection Qualifier,cmdb_ci_qualifier_traffic_based_connection,Qualifier,cmdb_ci_qualifier,11/08/2016 19:23
Train,cmdb_ci_train,Transport Type,cmdb_ci_train,06/03/2021 00:41
Transport Type,cmdb_ci_transport,Configuration Item,cmdb_ci_transport,06/03/2021 00:38
Tuxedo,cmdb_ci_appl_tuxedo,Application,cmdb_ci_appl,11/08/2016 19:25
Tuxedo Portal,cmdb_ci_appl_tuxedo_portal,Application,cmdb_ci_appl,11/08/2016 19:24
Unclassed Hardware,cmdb_ci_unclassed_hardware,Hardware,cmdb_ci_unclassed,06/03/2021 00:50
Uninterruptible Power Supply,cmdb_ci_ups_power_eq,Power Equipment,cmdb_ci_ups,06/03/2015 17:57
Unique Certificate,cmdb_ci_certificate,Configuration Item,cmdb_ci_certificate,06/03/2021 00:31
UNIX Cluster,cmdb_ci_unix_cluster,Cluster,cmdb_ci_unix,11/08/2016 19:24
UNIX Cluster Node,cmdb_ci_unix_cluster_node,Cluster Node,cmdb_ci_unix,29/11/2018 18:12
UNIX Cluster Resource,cmdb_ci_unix_cluster_resource,Cluster Resource,cmdb_ci_unix,29/11/2018 18:12
UNIX Daemon,cmdb_ci_unix_daemon,IP Service Instance,cmdb_ci_unix,06/03/2015 17:57
UNIX Server,cmdb_ci_unix_server,Server,cmdb_ci_unix,06/03/2015 17:57
UPS,cmdb_ci_ups,Hardware,cmdb_ci_ups,06/03/2015 17:57
UPS Alarm,cmdb_ci_ups_alarm,Configuration Item,cmdb_ci_ups,06/03/2015 17:57
UPS Bypass,cmdb_ci_ups_bypass,Configuration Item,cmdb_ci_ups,06/03/2015 17:57
UPS Input,cmdb_ci_ups_input,Configuration Item,cmdb_ci_ups,06/03/2015 17:57
UPS Output,cmdb_ci_ups_output,Configuration Item,cmdb_ci_ups,06/03/2015 17:57
Vehicle,cmdb_ci_vehicle,Transport Type,cmdb_ci_vehicle,06/03/2021 00:38
Vendavo Application Server,cmdb_ci_app_server_vendavo,Application Server,cmdb_ci_app,11/08/2016 19:23
Veritas Disk,cmdb_ci_veritas_disk,Storage Pool,cmdb_ci_veritas,11/08/2016 19:23
Veritas Disk Group,cmdb_ci_veritas_disk_group,Configuration Item,cmdb_ci_veritas,11/08/2016 19:23
Veritas Plex,cmdb_ci_veritas_plex,Storage Pool,cmdb_ci_veritas,11/08/2016 19:23
Veritas Subdisk,cmdb_ci_veritas_subdisk,Storage Pool Member,cmdb_ci_veritas,11/08/2016 19:23
Veritas Volume,cmdb_ci_veritas_volume,Storage Pool,cmdb_ci_veritas,11/08/2016 19:23
Vignette Content Management Server,cmdb_ci_appl_vign_content_svr,Application,cmdb_ci_appl,11/08/2016 19:23
Vignette Search Starter,cmdb_ci_appl_vignette_search,Application,cmdb_ci_appl,11/08/2016 19:24
Vignette Server,cmdb_ci_appl_vignette_server,Application,cmdb_ci_appl,11/08/2016 19:23
Virtual Desktop,cmdb_ci_virtual_desktop,Virtual Machine Object,cmdb_ci_virtual,22/02/2018 19:23
Virtual Machine HyperVisor,cmdb_ci_vm,Application,cmdb_ci_vm,06/03/2015 17:57
Virtual Machine Instance,cmdb_ci_vm_instance,Virtual Machine Object,cmdb_ci_vm,06/03/2015 17:57
Virtual Machine Object,cmdb_ci_vm_object,Configuration Item,cmdb_ci_vm,06/03/2015 17:57
Virtual Machine Template,cmdb_ci_vm_template,Image,cmdb_ci_vm,06/03/2015 17:57
Virtual Private Cloud,cmdb_ci_vpc,Configuration Item,cmdb_ci_vpc,11/08/2016 19:26
Virtual Private Gateway,cmdb_ci_virtual_pvt_gateway,Virtual Machine Object,cmdb_ci_virtual,22/02/2018 19:23
Virtual Private Gateway Endpoint,cmdb_ci_endpoint_vpg,Endpoint,cmdb_ci_endpoint,22/02/2018 19:23
Virtual Private Network,cmdb_ci_vpn,Configuration Item,cmdb_ci_vpn,06/03/2015 17:57
Virtual Router,cmdb_ci_router,Virtual Machine Object,cmdb_ci_router,22/02/2018 19:23
Virtual Server Array,cmdb_ci_sa_server_array,Virtual Machine Object,cmdb_ci_sa,16/05/2019 18:12
Virtual Switch,cmdb_ci_switch,Virtual Machine Object,cmdb_ci_switch,22/02/2018 19:24
Virtualization Server,cmdb_ci_virtualization_server,Server,cmdb_ci_virtualization,06/03/2015 17:57
VirtualMachine to ESX Storage Endpoint,cmdb_ci_endpoint_vm_esx,Endpoint,cmdb_ci_endpoint,11/08/2016 19:22
VM instance price,cmdb_ci_cmp_vm_instance_price,Cloud Product Price Base,cmdb_ci_cmp,19/02/2021 10:26
VM User Credentials,cmdb_ci_vm_user_credentials,Virtual Machine Object,cmdb_ci_vm,22/02/2018 19:24
VMware,cmdb_ci_vm_vmware,Virtual Machine HyperVisor,cmdb_ci_vm,06/03/2015 17:57
VMware Distributed Virtual Port Group,cmdb_ci_vcenter_dv_port_group,Port Group,cmdb_ci_vcenter,22/02/2018 19:24
VMware Distributed Virtual Switch,cmdb_ci_vcenter_dvs,Cloud Network,cmdb_ci_vcenter,22/02/2018 19:23
VMware Network Adapter,cmdb_ci_vmware_nic,Cloud Mgmt Network Interface,cmdb_ci_vmware,22/02/2018 19:23
VMware vCenter Cluster,cmdb_ci_vcenter_cluster,Host Cluster,cmdb_ci_vcenter,06/03/2015 17:57
VMWare vCenter Cluster DRS Rule,cmdb_ci_vcenter_cluster_drs_rule,Configuration Item,cmdb_ci_vcenter,26/11/2020 18:08
VMware vCenter Datacenter,cmdb_ci_vcenter_datacenter,Logical Datacenter,cmdb_ci_vcenter,06/03/2015 17:57
VMware vCenter Datastore,cmdb_ci_vcenter_datastore,Datastore,cmdb_ci_vcenter,06/03/2015 17:57
VMware vCenter Folder,cmdb_ci_vcenter_folder,VMware vCenter Object,cmdb_ci_vcenter,06/03/2015 17:57
VMware vCenter Host Group,cmdb_ci_vcenter_host_group,Configuration Item,cmdb_ci_vcenter,26/11/2020 18:08
VMware vCenter Instance,cmdb_ci_vcenter,Application,cmdb_ci_vcenter,06/03/2015 17:57
VMware vCenter Network,cmdb_ci_vcenter_network,Cloud Network,cmdb_ci_vcenter,06/03/2015 17:57
VMware vCenter Object,cmdb_ci_vcenter_object,Virtual Machine Object,cmdb_ci_vcenter,06/03/2015 17:57
VMware vCenter Server Object,cmdb_ci_vcenter_server_obj,Virtualization Server,cmdb_ci_vcenter,06/03/2015 17:57
VMware vCenter VM Group,cmdb_ci_vcenter_vm_group,Configuration Item,cmdb_ci_vcenter,26/11/2020 18:08
VMware Virtual Machine Instance,cmdb_ci_vmware_instance,Virtual Machine Instance,cmdb_ci_vmware,06/03/2015 17:57
VMware Virtual Machine Template,cmdb_ci_vmware_template,Virtual Machine Template,cmdb_ci_vmware,06/03/2015 17:57
VNIC Endpoint,cmdb_ci_endpoint_vnic,Endpoint,cmdb_ci_endpoint,22/02/2018 19:23
Volume Template,cmdb_ci_volume_template,Virtual Machine Object,cmdb_ci_volume,22/02/2018 19:24
VPN Connection,cmdb_ci_vpn_connection,Virtual Machine Object,cmdb_ci_vpn,22/02/2018 19:23
VServer Peer,cmdb_ci_vserver_peer,Virtual Machine Object,cmdb_ci_vserver,22/02/2018 19:24
WAN Accelerator,cmdb_ci_wan_accel_network,Network Gear,cmdb_ci_wan,11/08/2016 19:24
WAN Circuit,cmdb_ci_circuit,Configuration Item,cmdb_ci_circuit,06/03/2015 17:57
WBEM Service,cmdb_ci_wbem_service,Application,cmdb_ci_wbem,06/03/2015 17:57
Wearable Technology,cmdb_ci_wearable,IoT Device,cmdb_ci_wearable,06/03/2021 01:02
Web Application,cmdb_ci_web_application,Application,cmdb_ci_web,06/03/2015 17:57
Web Server,cmdb_ci_web_server,Infrastructure Service,cmdb_ci_web,06/03/2015 17:57
Web Service,cmdb_ci_web_service,Application,cmdb_ci_web,06/03/2015 17:57
Web Site,cmdb_ci_web_site,Application,cmdb_ci_web,06/03/2015 17:57
Weblogic,cmdb_ci_app_server_weblogic,Application Server,cmdb_ci_app,06/03/2015 17:57
Weblogic JMS Queue,cmdb_ci_appl_ora_jms_queue,Application,cmdb_ci_appl,11/08/2016 19:23
Weblogic JMS Server,cmdb_ci_appl_weblogic_jms,Application,cmdb_ci_appl,11/08/2016 19:24
Weblogic LB,cmdb_ci_appl_weblogic_lb,Application Server,cmdb_ci_appl,11/08/2016 19:23
Weblogic Module,cmdb_ci_endpoint_weblogic_module,Inclusion Endpoint,cmdb_ci_endpoint,11/08/2016 19:23
Weblogic Module Server,cmdb_ci_appl_weblogicmodule,Application,cmdb_ci_appl,11/08/2016 19:22
WeblogicModule,cmdb_ci_app_server_wl_module,Application Server,cmdb_ci_app,11/08/2016 19:25
Webseal,cmdb_ci_app_server_webseal,Application,cmdb_ci_app,11/08/2016 19:24
Websphere Cell,cmdb_ci_websphere_cell,Configuration Item,cmdb_ci_websphere,06/03/2015 17:57
Websphere EAR,cmdb_ci_app_server_ws_ear,Application Server,cmdb_ci_app,11/08/2016 19:23
Websphere ODR LB,cmdb_ci_app_server_ws_odr,IBM Websphere,cmdb_ci_app,11/08/2016 19:24
Websphere Portal,cmdb_ci_appl_websphere_portal,Application,cmdb_ci_appl,11/08/2016 19:22
Windows Cluster,cmdb_ci_windows_cluster,Cluster,cmdb_ci_windows,25/08/2016 18:13
Windows Cluster,cmdb_ci_win_cluster,Cluster,cmdb_ci_win,06/03/2015 17:57
Windows Cluster Node,cmdb_ci_win_cluster_node,Cluster Node,cmdb_ci_win,06/03/2015 17:57
Windows Cluster Resource,cmdb_ci_win_cluster_resource,Cluster Resource,cmdb_ci_win,06/03/2015 17:57
Windows Domain Controller,cmdb_ci_win_domain_controller,Application,cmdb_ci_win,06/03/2015 17:57
Windows Server,cmdb_ci_win_server,Server,cmdb_ci_win,06/03/2015 17:57
Windows Service,cmdb_ci_windows_service,IP Service Instance,cmdb_ci_windows,06/03/2015 17:57
Wireless Access Point,cmdb_ci_wap_network,Network Gear,cmdb_ci_wap,11/08/2016 19:24
WMB Dependency Endpoint,cmdb_ci_endpoint_wmb_depend,Endpoint,cmdb_ci_endpoint,11/08/2016 19:23
WMB Flow,cmdb_ci_appl_wmb,Application,cmdb_ci_appl,11/08/2016 19:22
WMB Flow EP,cmdb_ci_endpoint_wmb_flow,Inclusion Endpoint,cmdb_ci_endpoint,11/08/2016 19:23
Workload Config Provider,cmdb_ci_workload_config_provider,Configuration Item,cmdb_ci_workload,19/02/2021 10:25
XenApp or Presentation Server,cmdb_ci_endpoint_storf,Inclusion Endpoint,cmdb_ci_endpoint,11/08/2016 19:24
XenApp or Presentation Server Components Endpoint,cmdb_ci_endpoint_xenapp_comp,Endpoint,cmdb_ci_endpoint,11/08/2016 19:23
XenApp or Presentation Server Endpoint,cmdb_ci_endpoint_xenapp,Endpoint,cmdb_ci_endpoint,22/02/2018 19:44
Zones,cmdb_ci_vm_zones,Virtual Machine HyperVisor,cmdb_ci_vm,06/03/2015 17:57
